run_id,seed,scenario,policy,profit,revenue,boarded_load_factor,accepted_booking_load_factor,booking_rate,avg_fare,denied_boardings,no_show_count,ticket_revenue,ancillary_revenue,total_cost
96,2122,strong_demand,static,27170.0,44250.0,0.8888888888888888,0.9833333333333333,0.9567567567567568,220.0,0,17,38940.0,5310.0,17080.0
97,2123,strong_demand,static,21249.0,36250.0,0.7055555555555556,0.8055555555555556,0.7837837837837838,220.0,0,18,31900.0,4350.0,15001.0
98,2124,strong_demand,static,20497.0,35750.0,0.7277777777777777,0.7944444444444444,0.772972972972973,220.0,0,12,31460.0,4290.0,15253.0
99,2125,strong_demand,static,23802.0,40000.0,0.8111111111111111,0.8888888888888888,0.8648648648648649,220.0,0,14,35200.0,4800.0,16198.0
0,1002029,strong_demand,rule_based,22184.0,39705.0,0.9277777777777778,1.0277777777777777,1.0,184.6216216216216,0,18,34155.0,5550.0,17521.0
1,1002030,strong_demand,rule_based,22127.0,39585.0,0.9222222222222223,1.0277777777777777,1.0,183.97297297297297,0,19,34035.0,5550.0,17458.0
2,1002031,strong_demand,rule_based,22247.0,39705.0,0.9222222222222223,1.0277777777777777,1.0,184.6216216216216,0,19,34155.0,5550.0,17458.0
3,1002032,strong_demand,rule_based,21881.0,39465.0,0.9333333333333333,1.0277777777777777,1.0,183.32432432432432,0,17,33915.0,5550.0,17584.0
4,1002033,strong_demand,rule_based,22217.0,39675.0,0.9222222222222223,1.0277777777777777,1.0,184.45945945945945,0,19,34125.0,5550.0,17458.0
5,1002034,strong_demand,rule_based,22184.0,39705.0,0.9277777777777778,1.0277777777777777,1.0,184.6216216216216,0,18,34155.0,5550.0,17521.0
6,1002035,strong_demand,rule_based,21683.0,39267.0,0.9333333333333333,1.0166666666666666,0.9891891891891892,184.5737704918033,0,15,33777.0,5490.0,17584.0
7,1002036,strong_demand,rule_based,21476.0,39375.0,0.9611111111111111,1.0277777777777777,1.0,182.83783783783784,0,12,33825.0,5550.0,17899.0
8,1002037,strong_demand,rule_based,21848.0,39495.0,0.9388888888888889,1.0277777777777777,1.0,183.48648648648648,0,16,33945.0,5550.0,17647.0
9,1002038,strong_demand,rule_based,22157.0,39615.0,0.9222222222222223,1.0277777777777777,1.0,184.13513513513513,0,19,34065.0,5550.0,17458.0
10,1002039,strong_demand,rule_based,21662.0,39435.0,0.95,1.0277777777777777,1.0,183.16216216216216,0,14,33885.0,5550.0,17773.0
11,1002040,strong_demand,rule_based,22313.0,39645.0,0.9111111111111111,1.0277777777777777,1.0,184.2972972972973,0,21,34095.0,5550.0,17332.0
12,1002041,strong_demand,rule_based,22628.0,39645.0,0.8833333333333333,1.0277777777777777,1.0,184.2972972972973,0,26,34095.0,5550.0,17017.0
13,1002042,strong_demand,rule_based,21941.0,39525.0,0.9333333333333333,1.0277777777777777,1.0,183.64864864864865,0,17,33975.0,5550.0,17584.0
14,1002043,strong_demand,rule_based,21941.0,39525.0,0.9333333333333333,1.0277777777777777,1.0,183.64864864864865,0,17,33975.0,5550.0,17584.0
15,1002044,strong_demand,rule_based,22319.0,39525.0,0.9,1.0277777777777777,1.0,183.64864864864865,0,23,33975.0,5550.0,17206.0
16,1002045,strong_demand,rule_based,22064.0,39585.0,0.9277777777777778,1.0277777777777777,1.0,183.97297297297297,0,18,34035.0,5550.0,17521.0
17,1002046,strong_demand,rule_based,21878.0,39336.0,0.9222222222222223,1.0222222222222221,0.9945945945945946,183.7826086956522,0,18,33816.0,5520.0,17458.0
18,1002047,strong_demand,rule_based,21617.0,39705.0,0.9777777777777777,1.0277777777777777,1.0,184.6216216216216,0,9,34155.0,5550.0,18088.0
19,1002048,strong_demand,rule_based,21968.0,39615.0,0.9388888888888889,1.0277777777777777,1.0,184.13513513513513,0,16,34065.0,5550.0,17647.0
20,1002049,strong_demand,rule_based,21932.0,39705.0,0.95,1.0277777777777777,1.0,184.6216216216216,0,14,34155.0,5550.0,17773.0
21,1002050,strong_demand,rule_based,21782.0,39555.0,0.95,1.0277777777777777,1.0,183.8108108108108,0,14,34005.0,5550.0,17773.0
22,1002051,strong_demand,rule_based,22439.0,39645.0,0.9,1.0277777777777777,1.0,184.2972972972973,0,23,34095.0,5550.0,17206.0
23,1002052,strong_demand,rule_based,22289.0,39495.0,0.9,1.0277777777777777,1.0,183.48648648648648,0,23,33945.0,5550.0,17206.0
24,1002053,strong_demand,rule_based,22439.0,39645.0,0.9,1.0277777777777777,1.0,184.2972972972973,0,23,34095.0,5550.0,17206.0
25,1002054,strong_demand,rule_based,21845.0,39555.0,0.9444444444444444,1.0277777777777777,1.0,183.8108108108108,0,15,34005.0,5550.0,17710.0
26,1002055,strong_demand,rule_based,22109.0,39315.0,0.9,1.0277777777777777,1.0,182.51351351351352,0,23,33765.0,5550.0,17206.0
27,1002056,strong_demand,rule_based,21659.0,39495.0,0.9555555555555556,1.0277777777777777,1.0,183.48648648648648,0,13,33945.0,5550.0,17836.0
28,1002057,strong_demand,rule_based,22373.0,39705.0,0.9111111111111111,1.0277777777777777,1.0,184.6216216216216,0,21,34155.0,5550.0,17332.0
29,1002058,strong_demand,rule_based,21965.0,39675.0,0.9444444444444444,1.0277777777777777,1.0,184.45945945945945,0,15,34125.0,5550.0,17710.0
30,1002059,strong_demand,rule_based,22034.0,39555.0,0.9277777777777778,1.0277777777777777,1.0,183.8108108108108,0,18,34005.0,5550.0,17521.0
31,1002060,strong_demand,rule_based,22007.0,39465.0,0.9222222222222223,1.0277777777777777,1.0,183.32432432432432,0,19,33915.0,5550.0,17458.0
32,1002061,strong_demand,rule_based,22688.0,39705.0,0.8833333333333333,1.0277777777777777,1.0,184.6216216216216,0,26,34155.0,5550.0,17017.0
33,1002062,strong_demand,rule_based,21626.0,39525.0,0.9611111111111111,1.0277777777777777,1.0,183.64864864864865,0,12,33975.0,5550.0,17899.0
34,1002063,strong_demand,rule_based,22313.0,39645.0,0.9111111111111111,1.0277777777777777,1.0,184.2972972972973,0,21,34095.0,5550.0,17332.0
35,1002064,strong_demand,rule_based,21752.0,39525.0,0.95,1.0277777777777777,1.0,183.64864864864865,0,14,33975.0,5550.0,17773.0
36,1002065,strong_demand,rule_based,21626.0,39525.0,0.9611111111111111,1.0277777777777777,1.0,183.64864864864865,0,12,33975.0,5550.0,17899.0
37,1002066,strong_demand,rule_based,22409.0,39615.0,0.9,1.0277777777777777,1.0,184.13513513513513,0,23,34065.0,5550.0,17206.0
38,1002067,strong_demand,rule_based,22220.0,39615.0,0.9166666666666666,1.0277777777777777,1.0,184.13513513513513,0,20,34065.0,5550.0,17395.0
39,1002068,strong_demand,rule_based,21722.0,39495.0,0.95,1.0277777777777777,1.0,183.48648648648648,0,14,33945.0,5550.0,17773.0
40,1002069,strong_demand,rule_based,21662.0,39435.0,0.95,1.0277777777777777,1.0,183.16216216216216,0,14,33885.0,5550.0,17773.0
41,1002070,strong_demand,rule_based,21503.0,38520.0,0.8833333333333333,1.0,0.972972972972973,184.0,0,21,33120.0,5400.0,17017.0
42,1002071,strong_demand,rule_based,21566.0,39465.0,0.9611111111111111,1.0277777777777777,1.0,183.32432432432432,0,12,33915.0,5550.0,17899.0
43,1002072,strong_demand,rule_based,21905.0,39615.0,0.9444444444444444,1.0277777777777777,1.0,184.13513513513513,0,15,34065.0,5550.0,17710.0
44,1002073,strong_demand,rule_based,22439.0,39645.0,0.9,1.0277777777777777,1.0,184.2972972972973,0,23,34095.0,5550.0,17206.0
45,1002074,strong_demand,rule_based,22325.0,39405.0,0.8888888888888888,1.0277777777777777,1.0,183.0,0,25,33855.0,5550.0,17080.0
46,1002075,strong_demand,rule_based,22187.0,39645.0,0.9222222222222223,1.0277777777777777,1.0,184.2972972972973,0,19,34095.0,5550.0,17458.0
47,1002076,strong_demand,rule_based,21401.0,39048.0,0.9388888888888889,1.011111111111111,0.9837837837837838,184.54945054945054,0,13,33588.0,5460.0,17647.0
48,1002077,strong_demand,rule_based,22028.0,39675.0,0.9388888888888889,1.0277777777777777,1.0,184.45945945945945,0,16,34125.0,5550.0,17647.0
49,1002078,strong_demand,rule_based,22061.0,39645.0,0.9333333333333333,1.0277777777777777,1.0,184.2972972972973,0,17,34095.0,5550.0,17584.0
50,1002079,strong_demand,rule_based,21851.0,39435.0,0.9333333333333333,1.0277777777777777,1.0,183.16216216216216,0,17,33885.0,5550.0,17584.0
51,1002080,strong_demand,rule_based,22058.0,39705.0,0.9388888888888889,1.0277777777777777,1.0,184.6216216216216,0,16,34155.0,5550.0,17647.0
52,1002081,strong_demand,rule_based,21680.0,39705.0,0.9722222222222222,1.0277777777777777,1.0,184.6216216216216,0,10,34155.0,5550.0,18025.0
53,1002082,strong_demand,rule_based,22280.0,39675.0,0.9166666666666666,1.0277777777777777,1.0,184.45945945945945,0,20,34125.0,5550.0,17395.0
54,1002083,strong_demand,rule_based,21785.0,39495.0,0.9444444444444444,1.0277777777777777,1.0,183.48648648648648,0,15,33945.0,5550.0,17710.0
55,1002084,strong_demand,rule_based,22532.0,39675.0,0.8944444444444445,1.0277777777777777,1.0,184.45945945945945,0,24,34125.0,5550.0,17143.0
56,1002085,strong_demand,rule_based,22073.0,39405.0,0.9111111111111111,1.0277777777777777,1.0,183.0,0,21,33855.0,5550.0,17332.0
57,1002086,strong_demand,rule_based,21932.0,39705.0,0.95,1.0277777777777777,1.0,184.6216216216216,0,14,34155.0,5550.0,17773.0
58,1002087,strong_demand,rule_based,21689.0,39525.0,0.9555555555555556,1.0277777777777777,1.0,183.64864864864865,0,13,33975.0,5550.0,17836.0
59,1002088,strong_demand,rule_based,22034.0,39555.0,0.9277777777777778,1.0277777777777777,1.0,183.8108108108108,0,18,34005.0,5550.0,17521.0
60,1002089,strong_demand,rule_based,22346.0,39615.0,0.9055555555555556,1.0277777777777777,1.0,184.13513513513513,0,22,34065.0,5550.0,17269.0
61,1002090,strong_demand,rule_based,21884.0,39405.0,0.9277777777777778,1.0277777777777777,1.0,183.0,0,18,33855.0,5550.0,17521.0
62,1002091,strong_demand,rule_based,22223.0,39555.0,0.9111111111111111,1.0277777777777777,1.0,183.8108108108108,0,21,34005.0,5550.0,17332.0
63,1002092,strong_demand,rule_based,22217.0,39675.0,0.9222222222222223,1.0277777777777777,1.0,184.45945945945945,0,19,34125.0,5550.0,17458.0
64,1002093,strong_demand,rule_based,21722.0,39495.0,0.95,1.0277777777777777,1.0,183.48648648648648,0,14,33945.0,5550.0,17773.0
65,1002094,strong_demand,rule_based,21824.0,39345.0,0.9277777777777778,1.0277777777777777,1.0,182.67567567567568,0,18,33795.0,5550.0,17521.0
66,1002095,strong_demand,rule_based,22073.0,39405.0,0.9111111111111111,1.0277777777777777,1.0,183.0,0,21,33855.0,5550.0,17332.0
67,1002096,strong_demand,rule_based,22217.0,39675.0,0.9222222222222223,1.0277777777777777,1.0,184.45945945945945,0,19,34125.0,5550.0,17458.0
68,1002097,strong_demand,rule_based,22247.0,39705.0,0.9222222222222223,1.0277777777777777,1.0,184.6216216216216,0,19,34155.0,5550.0,17458.0
69,1002098,strong_demand,rule_based,22253.0,39585.0,0.9111111111111111,1.0277777777777777,1.0,183.97297297297297,0,21,34035.0,5550.0,17332.0
70,1002099,strong_demand,rule_based,22313.0,39645.0,0.9111111111111111,1.0277777777777777,1.0,184.2972972972973,0,21,34095.0,5550.0,17332.0
71,1002100,strong_demand,rule_based,21968.0,39615.0,0.9388888888888889,1.0277777777777777,1.0,184.13513513513513,0,16,34065.0,5550.0,17647.0
72,1002101,strong_demand,rule_based,22010.0,39405.0,0.9166666666666666,1.0277777777777777,1.0,183.0,0,20,33855.0,5550.0,17395.0
73,1002102,strong_demand,rule_based,21995.0,39705.0,0.9444444444444444,1.0277777777777777,1.0,184.6216216216216,0,15,34155.0,5550.0,17710.0
74,1002103,strong_demand,rule_based,22154.0,39675.0,0.9277777777777778,1.0277777777777777,1.0,184.45945945945945,0,18,34125.0,5550.0,17521.0
75,1002104,strong_demand,rule_based,21590.0,39615.0,0.9722222222222222,1.0277777777777777,1.0,184.13513513513513,0,10,34065.0,5550.0,18025.0
76,1002105,strong_demand,rule_based,22574.0,39465.0,0.8722222222222222,1.0277777777777777,1.0,183.32432432432432,0,28,33915.0,5550.0,16891.0
77,1002106,strong_demand,rule_based,21566.0,39465.0,0.9611111111111111,1.0277777777777777,1.0,183.32432432432432,0,12,33915.0,5550.0,17899.0
78,1002107,strong_demand,rule_based,22469.0,39675.0,0.9,1.0277777777777777,1.0,184.45945945945945,0,23,34125.0,5550.0,17206.0
79,1002108,strong_demand,rule_based,21971.0,39555.0,0.9333333333333333,1.0277777777777777,1.0,183.8108108108108,0,17,34005.0,5550.0,17584.0
80,1002109,strong_demand,rule_based,22217.0,39675.0,0.9222222222222223,1.0277777777777777,1.0,184.45945945945945,0,19,34125.0,5550.0,17458.0
81,1002110,strong_demand,rule_based,21818.0,39465.0,0.9388888888888889,1.0277777777777777,1.0,183.32432432432432,0,16,33915.0,5550.0,17647.0
82,1002111,strong_demand,rule_based,22256.0,39525.0,0.9055555555555556,1.0277777777777777,1.0,183.64864864864865,0,22,33975.0,5550.0,17269.0
83,1002112,strong_demand,rule_based,21998.0,39645.0,0.9388888888888889,1.0277777777777777,1.0,184.2972972972973,0,16,34095.0,5550.0,17647.0
84,1002113,strong_demand,rule_based,22073.0,39405.0,0.9111111111111111,1.0277777777777777,1.0,183.0,0,21,33855.0,5550.0,17332.0
85,1002114,strong_demand,rule_based,22373.0,39705.0,0.9111111111111111,1.0277777777777777,1.0,184.6216216216216,0,21,34155.0,5550.0,17332.0
86,1002115,strong_demand,rule_based,21871.0,39455.0,0.9333333333333333,1.0277777777777777,1.0,183.27027027027026,0,17,33905.0,5550.0,17584.0
87,1002116,strong_demand,rule_based,22034.0,39555.0,0.9277777777777778,1.0277777777777777,1.0,183.8108108108108,0,18,34005.0,5550.0,17521.0
88,1002117,strong_demand,rule_based,22223.0,39555.0,0.9111111111111111,1.0277777777777777,1.0,183.8108108108108,0,21,34005.0,5550.0,17332.0
89,1002118,strong_demand,rule_based,21851.0,39435.0,0.9333333333333333,1.0277777777777777,1.0,183.16216216216216,0,17,33885.0,5550.0,17584.0
90,1002119,strong_demand,rule_based,22319.0,39525.0,0.9,1.0277777777777777,1.0,183.64864864864865,0,23,33975.0,5550.0,17206.0
91,1002120,strong_demand,rule_based,22415.0,39495.0,0.8888888888888888,1.0277777777777777,1.0,183.48648648648648,0,25,33945.0,5550.0,17080.0
92,1002121,strong_demand,rule_based,21932.0,39705.0,0.95,1.0277777777777777,1.0,184.6216216216216,0,14,34155.0,5550.0,17773.0
93,1002122,strong_demand,rule_based,22346.0,39615.0,0.9055555555555556,1.0277777777777777,1.0,184.13513513513513,0,22,34065.0,5550.0,17269.0
94,1002123,strong_demand,rule_based,21998.0,39645.0,0.9388888888888889,1.0277777777777777,1.0,184.2972972972973,0,16,34095.0,5550.0,17647.0
95,1002124,strong_demand,rule_based,22082.0,39225.0,0.8944444444444445,1.0277777777777777,1.0,182.02702702702703,0,24,33675.0,5550.0,17143.0
96,1002125,strong_demand,rule_based,22034.0,39555.0,0.9277777777777778,1.0277777777777777,1.0,183.8108108108108,0,18,34005.0,5550.0,17521.0
97,1002126,strong_demand,rule_based,22187.0,39645.0,0.9222222222222223,1.0277777777777777,1.0,184.2972972972973,0,19,34095.0,5550.0,17458.0
98,1002127,strong_demand,rule_based,22346.0,39615.0,0.9055555555555556,1.0277777777777777,1.0,184.13513513513513,0,22,34065.0,5550.0,17269.0
99,1002128,strong_demand,rule_based,22094.0,39615.0,0.9277777777777778,1.0277777777777777,1.0,184.13513513513513,0,18,34065.0,5550.0,17521.0
0,2002032,strong_demand,dynamic,21502.0,36944.0,0.7444444444444445,0.8388888888888889,0.8162162162162162,214.66225165562915,0,17,32414.0,4530.0,15442.0
1,2002033,strong_demand,dynamic,27590.0,44607.0,0.8833333333333333,1.0277777777777777,1.0,211.11891891891892,0,26,39057.0,5550.0,17017.0
2,2002034,strong_demand,dynamic,25342.0,43367.0,0.9722222222222222,1.0277777777777777,1.0,204.4162162162162,0,10,37817.0,5550.0,18025.0
3,2002035,strong_demand,dynamic,21534.0,37417.0,0.7833333333333333,0.8611111111111112,0.8378378378378378,211.4,0,14,32767.0,4650.0,15883.0
4,2002036,strong_demand,dynamic,21976.0,37985.0,0.7944444444444444,0.8888888888888888,0.8648648648648649,207.40625,0,17,33185.0,4800.0,16009.0
5,2002037,strong_demand,dynamic,19911.0,35227.0,0.7333333333333333,0.8055555555555556,0.7837837837837838,212.94482758620688,0,13,30877.0,4350.0,15316.0
6,2002038,strong_demand,dynamic,21969.0,38041.0,0.8,0.8722222222222222,0.8486486486486486,212.29936305732485,0,13,33331.0,4710.0,16072.0
7,2002039,strong_demand,dynamic,21217.0,36659.0,0.7444444444444445,0.8222222222222222,0.8,217.69594594594594,0,14,32219.0,4440.0,15442.0
8,2002040,strong_demand,dynamic,22189.0,37946.0,0.7722222222222223,0.8666666666666667,0.8432432432432433,213.24358974358975,0,17,33266.0,4680.0,15757.0
9,2002041,strong_demand,dynamic,26990.0,44322.0,0.9111111111111111,1.011111111111111,0.9837837837837838,213.52747252747253,0,18,38862.0,5460.0,17332.0
10,2002042,strong_demand,dynamic,23130.0,39832.0,0.8555555555555555,0.9388888888888889,0.9135135135135135,205.69230769230768,0,15,34762.0,5070.0,16702.0
11,2002043,strong_demand,dynamic,21940.0,37004.0,0.7111111111111111,0.8333333333333334,0.8108108108108109,216.69333333333333,0,22,32504.0,4500.0,15064.0
12,2002044,strong_demand,dynamic,23351.0,38919.0,0.7555555555555555,0.9,0.8756756756756757,210.24074074074073,0,26,34059.0,4860.0,15568.0
13,2002045,strong_demand,dynamic,24265.0,41534.0,0.9055555555555556,1.0166666666666666,0.9891891891891892,196.96174863387978,0,20,36044.0,5490.0,17269.0
14,2002046,strong_demand,dynamic,24632.0,42468.0,0.9555555555555556,1.0277777777777777,1.0,199.55675675675676,0,13,36918.0,5550.0,17836.0
15,2002047,strong_demand,dynamic,25877.0,43398.0,0.9277777777777778,1.0277777777777777,1.0,204.5837837837838,0,18,37848.0,5550.0,17521.0
16,2002048,strong_demand,dynamic,22597.0,38795.0,0.8111111111111111,0.9,0.8756756756756757,209.47530864197532,0,16,33935.0,4860.0,16198.0
17,2002049,strong_demand,dynamic,20920.0,36551.0,0.7611111111111111,0.8666666666666667,0.8432432432432433,204.30128205128204,0,19,31871.0,4680.0,15631.0
18,2002050,strong_demand,dynamic,25745.0,42762.0,0.8833333333333333,0.9833333333333333,0.9567567567567568,211.59322033898306,0,18,37452.0,5310.0,17017.0
19,2002051,strong_demand,dynamic,23343.0,39415.0,0.8,0.9,0.8756756756756757,213.30246913580248,0,18,34555.0,4860.0,16072.0
20,2002052,strong_demand,dynamic,21449.0,38466.0,0.8833333333333333,0.9333333333333333,0.9081081081081082,198.96428571428572,0,9,33426.0,5040.0,17017.0
21,2002053,strong_demand,dynamic,22757.0,38766.0,0.7944444444444444,0.9055555555555556,0.8810810810810811,207.82822085889572,0,20,33876.0,4890.0,16009.0
22,2002054,strong_demand,dynamic,24462.0,40975.0,0.8388888888888889,0.9277777777777778,0.9027027027027027,215.35928143712576,0,16,35965.0,5010.0,16513.0
23,2002055,strong_demand,dynamic,23875.0,40010.0,0.8055555555555556,0.9166666666666666,0.8918918918918919,212.4848484848485,0,20,35060.0,4950.0,16135.0
24,2002056,strong_demand,dynamic,21381.0,37390.0,0.7944444444444444,0.8722222222222222,0.8486486486486486,208.15286624203821,0,14,32680.0,4710.0,16009.0
25,2002057,strong_demand,dynamic,27925.0,45068.0,0.8944444444444445,1.0166666666666666,0.9891891891891892,216.27322404371586,0,22,39578.0,5490.0,17143.0
26,2002058,strong_demand,dynamic,25801.0,42566.0,0.8611111111111112,0.9555555555555556,0.9297297297297298,217.47674418604652,0,17,37406.0,5160.0,16765.0
27,2002059,strong_demand,dynamic,21406.0,37163.0,0.7722222222222223,0.8444444444444444,0.8216216216216217,214.4934210526316,0,13,32603.0,4560.0,15757.0
28,2002060,strong_demand,dynamic,23088.0,39475.0,0.8277777777777777,0.8944444444444445,0.8702702702702703,215.1863354037267,0,12,34645.0,4830.0,16387.0
29,2002061,strong_demand,dynamic,23102.0,39741.0,0.85,0.9444444444444444,0.918918918918919,203.77058823529413,0,17,34641.0,5100.0,16639.0
30,2002062,strong_demand,dynamic,23658.0,40801.0,0.8944444444444445,0.9611111111111111,0.9351351351351351,205.84393063583815,0,12,35611.0,5190.0,17143.0
31,2002063,strong_demand,dynamic,19942.0,35132.0,0.7222222222222222,0.8,0.7783783783783784,213.97222222222223,0,14,30812.0,4320.0,15190.0
32,2002064,strong_demand,dynamic,23220.0,38977.0,0.7722222222222223,0.8888888888888888,0.8648648648648649,213.60625,0,21,34177.0,4800.0,15757.0
33,2002065,strong_demand,dynamic,21407.0,36975.0,0.7555555555555555,0.8388888888888889,0.8162162162162162,214.86754966887418,0,15,32445.0,4530.0,15568.0
34,2002066,strong_demand,dynamic,26774.0,43917.0,0.8944444444444445,1.0055555555555555,0.9783783783783784,212.6353591160221,0,20,38487.0,5430.0,17143.0
35,2002067,strong_demand,dynamic,24871.0,41384.0,0.8388888888888889,0.9444444444444444,0.918918918918919,213.43529411764706,0,19,36284.0,5100.0,16513.0
36,2002068,strong_demand,dynamic,26247.0,43894.0,0.9388888888888889,1.0277777777777777,1.0,207.26486486486488,0,16,38344.0,5550.0,17647.0
37,2002069,strong_demand,dynamic,21586.0,37784.0,0.8111111111111111,0.9333333333333333,0.9081081081081082,194.9047619047619,0,22,32744.0,5040.0,16198.0
38,2002070,strong_demand,dynamic,23564.0,40140.0,0.8444444444444444,0.9333333333333333,0.9081081081081082,208.92857142857142,0,16,35100.0,5040.0,16576.0
39,2002071,strong_demand,dynamic,21460.0,37910.0,0.8333333333333334,0.9388888888888889,0.9135135135135135,194.31952662721895,0,19,32840.0,5070.0,16450.0
40,2002072,strong_demand,dynamic,23702.0,41034.0,0.9111111111111111,1.0055555555555555,0.9783783783783784,196.707182320442,0,17,35604.0,5430.0,17332.0
41,2002073,strong_demand,dynamic,22532.0,38415.0,0.7833333333333333,0.8777777777777778,0.8540540540540541,213.13291139240508,0,17,33675.0,4740.0,15883.0
42,2002074,strong_demand,dynamic,25368.0,43078.0,0.9444444444444444,1.0,0.972972972972973,209.32222222222222,0,10,37678.0,5400.0,17710.0
43,2002075,strong_demand,dynamic,25324.0,42278.0,0.8777777777777778,1.0166666666666666,0.9891891891891892,201.02732240437157,0,25,36788.0,5490.0,16954.0
44,2002076,strong_demand,dynamic,20754.0,36826.0,0.8,0.8555555555555555,0.8324324324324325,209.12987012987014,0,10,32206.0,4620.0,16072.0
45,2002077,strong_demand,dynamic,24909.0,41989.0,0.8888888888888888,0.9888888888888889,0.9621621621621622,205.8932584269663,0,18,36649.0,5340.0,17080.0
46,2002078,strong_demand,dynamic,25400.0,42921.0,0.9277777777777778,0.9944444444444445,0.9675675675675676,209.78212290502793,0,12,37551.0,5370.0,17521.0
47,2002079,strong_demand,dynamic,24777.0,41479.0,0.8555555555555555,0.95,0.9243243243243243,212.5672514619883,0,17,36349.0,5130.0,16702.0
48,2002080,strong_demand,dynamic,23046.0,39559.0,0.8388888888888889,0.9555555555555556,0.9297297297297298,199.99418604651163,0,21,34399.0,5160.0,16513.0
49,2002081,strong_demand,dynamic,22948.0,39398.0,0.8333333333333334,0.9388888888888889,0.9135135135135135,203.12426035502958,0,19,34328.0,5070.0,16450.0
50,2002082,strong_demand,dynamic,26956.0,44729.0,0.95,1.0222222222222221,0.9945945945945946,213.0923913043478,0,13,39209.0,5520.0,17773.0
51,2002083,strong_demand,dynamic,20158.0,35411.0,0.7277777777777777,0.8,0.7783783783783784,215.90972222222223,0,13,31091.0,4320.0,15253.0
52,2002084,strong_demand,dynamic,26244.0,43450.0,0.9,1.0,0.972972972972973,211.38888888888889,0,18,38050.0,5400.0,17206.0
53,2002085,strong_demand,dynamic,23775.0,40729.0,0.8777777777777778,0.9333333333333333,0.9081081081081082,212.4345238095238,0,10,35689.0,5040.0,16954.0
54,2002086,strong_demand,dynamic,23965.0,39785.0,0.7777777777777778,0.8944444444444445,0.8702702702702703,217.11180124223603,0,21,34955.0,4830.0,15820.0
55,2002087,strong_demand,dynamic,20850.0,37363.0,0.8388888888888889,0.8833333333333333,0.8594594594594595,204.98742138364778,0,8,32593.0,4770.0,16513.0
56,2002088,strong_demand,dynamic,21474.0,36979.0,0.75,0.85,0.827027027027027,211.69281045751634,0,18,32389.0,4590.0,15505.0
57,2002089,strong_demand,dynamic,25284.0,42553.0,0.9055555555555556,1.0055555555555555,0.9783783783783784,205.09944751381215,0,18,37123.0,5430.0,17269.0
58,2002090,strong_demand,dynamic,20721.0,36037.0,0.7333333333333333,0.8166666666666667,0.7945945945945946,215.14965986394557,0,15,31627.0,4410.0,15316.0
59,2002091,strong_demand,dynamic,22539.0,39241.0,0.8555555555555555,0.9333333333333333,0.9081081081081082,203.57738095238096,0,14,34201.0,5040.0,16702.0
60,2002092,strong_demand,dynamic,19639.0,35270.0,0.7611111111111111,0.8388888888888889,0.8162162162162162,203.57615894039736,0,14,30740.0,4530.0,15631.0
61,2002093,strong_demand,dynamic,21132.0,36574.0,0.7444444444444445,0.8444444444444444,0.8216216216216217,210.6184210526316,0,18,32014.0,4560.0,15442.0
62,2002094,strong_demand,dynamic,25585.0,41909.0,0.8222222222222222,0.9388888888888889,0.9135135135135135,217.98224852071007,0,21,36839.0,5070.0,16324.0
63,2002095,strong_demand,dynamic,21315.0,37324.0,0.7944444444444444,0.8611111111111112,0.8378378378378378,210.8,0,12,32674.0,4650.0,16009.0
64,2002096,strong_demand,dynamic,25095.0,42679.0,0.9333333333333333,1.011111111111111,0.9837837837837838,204.5,0,14,37219.0,5460.0,17584.0
65,2002097,strong_demand,dynamic,26248.0,43832.0,0.9333333333333333,1.0277777777777777,1.0,206.92972972972973,0,17,38282.0,5550.0,17584.0
66,2002098,strong_demand,dynamic,23121.0,39382.0,0.8166666666666667,0.8944444444444445,0.8702702702702703,214.6086956521739,0,14,34552.0,4830.0,16261.0
67,2002099,strong_demand,dynamic,21517.0,38408.0,0.8722222222222222,0.9444444444444444,0.918918918918919,195.9294117647059,0,13,33308.0,5100.0,16891.0
68,2002100,strong_demand,dynamic,18946.0,33506.0,0.6666666666666666,0.7611111111111111,0.7405405405405405,214.56934306569343,0,17,29396.0,4110.0,14560.0
69,2002101,strong_demand,dynamic,27518.0,45039.0,0.9277777777777778,1.0222222222222221,0.9945945945945946,214.77717391304347,0,17,39519.0,5520.0,17521.0
70,2002102,strong_demand,dynamic,23969.0,41301.0,0.9111111111111111,0.9722222222222222,0.9459459459459459,206.00571428571428,0,11,36051.0,5250.0,17332.0
71,2002103,strong_demand,dynamic,21563.0,37572.0,0.7944444444444444,0.8611111111111112,0.8378378378378378,212.4,0,12,32922.0,4650.0,16009.0
72,2002104,strong_demand,dynamic,25237.0,41876.0,0.85,0.9333333333333333,0.9081081081081082,219.26190476190476,0,15,36836.0,5040.0,16639.0
73,2002105,strong_demand,dynamic,25833.0,42787.0,0.8777777777777778,0.9666666666666667,0.9405405405405406,215.9022988505747,0,16,37567.0,5220.0,16954.0
74,2002106,strong_demand,dynamic,22164.0,38551.0,0.8277777777777777,0.9111111111111111,0.8864864864864865,205.0670731707317,0,15,33631.0,4920.0,16387.0
75,2002107,strong_demand,dynamic,21310.0,37508.0,0.8111111111111111,0.8555555555555555,0.8324324324324325,213.55844155844156,0,8,32888.0,4620.0,16198.0
76,2002108,strong_demand,dynamic,19131.0,34132.0,0.7055555555555556,0.7777777777777778,0.7567567567567568,213.8,0,13,29932.0,4200.0,15001.0
